0	chr6	41532088	41548036	0
1	chr7	83645498	83656974	0
2	chr2	32536709	32546809	0
3	chr8	72348242	72367600	0
4	chr12	107989079	108001601	0
5	chr18	75369292	75380810	0
6	chr1	165840934	165853984	0
7	chr8	81768426	81780680	0
8	chr14	60730455	60743215	0
9	chr5	124074842	124085370	0
10	chr6	48698713	48706997	0
11	chr9	119976163	119983205	0
12	chr4	32246429	32254571	0
13	chr3	131154448	131163606	0
14	chr10	22296249	22304425	0
15	chr11	94992789	95001607	0
16	chr1	134058793	134068519	0
17	chr2	174610977	174618505	0
18	chr12	102366544	102374146	0
19	chr9	13295325	13302041	0
20	chr12	73590521	73601057	0
21	chr15	77797012	77808008	0
22	chr2	6715888	6722970	0
23	chrX	48423504	48436642	0
24	chr12	110491819	110500541	0
25	chr11	95353052	95358996	0
26	chr14	60709057	60715117	0
27	chr10	19593118	19600890	0
28	chr5	140591339	140598385	0
29	chr18	75381960	75393214	0
30	chr4	134114381	134122591	0
31	chr3	95671446	95676942	0
32	chr16	23174646	23183012	0
33	chr4	48041970	48050132	0
34	chr11	107446768	107455598	0
35	chr2	3725884	3733318	0
36	chr8	15029098	15035438	0
37	chr3	89186529	89191775	0
38	chr13	73732132	73738260	0
39	chr19	53192674	53199834	0
40	chr15	97371913	97380135	0
41	chr9	63732795	63742427	0
42	chr12	33313876	33318474	0
43	chr2	32061292	32068922	0
44	chr15	27666962	27673152	0
45	chr18	56467754	56475438	0
46	chr8	14992810	14999362	0
47	chr12	113422148	113428310	0
48	chr2	126495345	126501127	0
49	chr2	170218016	170224598	0
50	chr11	63988162	63993564	0
51	chr2	11189121	11195695	0
52	chr10	42892488	42900748	0
53	chr6	129181876	129187598	0
54	chr5	122231045	122237077	0
55	chr3	52269465	52276021	0
56	chr4	124750807	124757743	0
57	chr9	44483722	44490364	0
58	chr7	63931190	63937486	0
59	chr11	11714514	11722608	0
60	chr12	99559088	99564976	0
61	chr2	103567443	103572547	0
62	chr10	12809547	12815045	0
63	chr11	3332600	3339226	0
64	chr2	32490636	32496554	0
65	chr7	16043328	16048602	0
66	chr18	32397097	32400799	0
68	chr8	124271622	124277626	0
69	chr9	32738743	32746657	0
70	chr15	81042427	81046859	0
71	chr11	54724503	54729273	0
72	chr7	63982939	63989051	0
73	chr17	6475653	6477941	0
74	chr3	115798436	115805680	0
75	chr4	98435136	98440636	0
76	chr8	111590922	111597982	0
77	chr9	96346774	96354658	0
78	chr7	83658079	83663311	0
79	chr11	104661560	104668528	0
80	chr11	34769003	34772487	0
81	chr5	105647392	105652430	0
82	chr6	114872845	114877373	0
83	chr8	72320137	72323935	0
84	chr9	62345070	62350454	0
85	chr3	100555629	100563617	0
86	chr9	32515251	32521815	0
87	chr9	96435800	96439442	0
88	chr2	166617423	166623931	0
89	chr5	64809998	64814124	0
90	chr8	119421391	119426493	0
91	chr13	51751762	51757826	0
92	chr12	113041073	113049169	0
93	chr10	116914170	116920428	0
94	chr11	54567613	54575175	0
95	chr10	126979832	126984670	0
96	chr14	54059716	54067162	0
97	chr2	18607469	18610569	0
98	chr2	71811666	71816680	0
99	chr11	118143405	118148353	0
100	chr8	105622132	105626434	0
101	chr11	11723849	11728833	0
102	chr3	96499520	96503584	0
103	chr11	97998053	98003081	0
104	chr5	140870442	140875090	0
105	chr10	14042202	14048178	0
106	chr14	121364025	121368681	0
107	chr19	12471849	12477281	0
108	chr9	44029268	44034830	0
109	chr2	32552378	32557268	0
111	chr9	121674579	121678273	0
112	chr6	127446258	127449804	0
113	chr19	47445724	47451608	0
114	chr6	136519922	136524358	0
115	chr3	131133669	131140545	0
116	chr1	160305007	160309819	0
117	chr13	43450658	43455636	0
118	chr4	150565424	150569138	0
119	chr4	8909607	8915425	0
120	chr2	32164558	32169258	0
121	chr6	97220642	97225090	0
122	chr10	80676746	80679998	0
123	chr14	122060828	122066304	0
124	chr2	11202940	11208944	0
125	chr17	84310024	84314806	0
126	chr11	118013009	118016575	0
127	chr17	53568281	53571569	0
128	chr17	72934299	72940535	0
129	chr2	29668849	29674575	0
130	chr13	21166698	21170520	0
131	chr2	164081420	164086244	0
132	chr8	13598409	13602155	0
133	chrX	96097081	96104255	0
134	chr4	32240533	32244679	0
135	chr1	136577602	136582136	0
136	chr3	115970384	115975338	0
138	chr2	167504089	167506751	0
139	chr5	120576428	120581478	0
140	chr8	122986272	122990956	0
141	chr15	60176374	60180518	0
142	chr1	105992315	105995339	0
143	chr13	46734818	46738404	0
144	chr17	5088852	5093388	0
145	chr12	108644358	108648452	0
146	chr3	103383400	103387760	0
147	chr5	136144255	136150091	0
148	chr5	150597376	150601170	0
149	chr7	125634943	125639353	0
150	chr6	114892025	114895873	0
151	chr5	123149238	123151946	0
152	chr11	119053122	119058814	0
153	chr6	97309858	97312414	0
154	chr7	127479350	127481800	0
155	chr14	19984340	19987186	0
156	chr16	34093113	34096293	0
157	chr5	72159183	72163351	0
158	chr2	32069862	32075252	0
159	chr15	73136860	73141378	0
160	chr17	47519216	47524652	0
162	chr12	84205326	84210150	0
163	chr19	45574326	45578080	0
164	chr12	78978529	78981627	0
166	chr17	84269281	84275293	0
167	chr1	165810326	165815616	0
168	chr6	83414586	83418690	0
169	chr7	128378762	128384512	0
171	chr13	111793856	111799350	0
172	chr9	21434135	21439019	0
173	chr2	11215932	11220720	0
174	chr2	167775297	167779695	0
175	chr15	64021843	64025939	0
176	chr7	63918205	63923141	0
177	chr19	57129710	57134392	0
